name,manaCost,cmc,colors,colorIdentity,type,types,subtypes,rarity,set,setName,text,artist,number,power,toughness,layout,multiverseid,imageUrl,printings,originalText,originalType,id
Letter Bomb,{6},6,,,Artifact,Artifact,,Rare,UNH,Unhinged,"When Letter Bomb enters the battlefield, sign it and shuffle it into target player's library. That player reveals each card he or she draws until he or she draws Letter Bomb. When that player draws Letter Bomb, it deals 19½ damage to him or her.",Daniel Gelon,122,,,normal,74232,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74232&type=card,UNH,"When Letter Bomb comes into play, sign it and shuffle it into target player's library. That player reveals each card he or she draws until Letter Bomb is drawn. When that player draws Letter Bomb, it deals 19½ damage to him or her.",Artifact,fad9617c12c6004aba6af16eea8b4a5ab4ccc0d8
Mana Screw,{1},1,,,Artifact,Artifact,,Uncommon,UNH,Unhinged,"{1}: Flip a coin. If you win the flip, add {C}{C} to your mana pool. Activate this ability only any time you could cast an instant.",Mike Raabe,123,,,normal,73955,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73955&type=card,UNH,"{1}: Flip a coin. If you win the flip, add {2} to your mana pool. Play this ability only any time you could play an instant.",Artifact,8ff744df2aa04d661cb6fb87513dc42d0d2668ea
Mox Lotus,{15},15,,,Artifact,Artifact,,Rare,UNH,Unhinged,"{T}: Add {∞} to your mana pool.
{100}: Add one mana of any color to your mana pool.",Kevin Dobler,124,,,normal,74323,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74323&type=card,UNH,"{T}: Add {∞} to your mana pool.
{100}: Add one mana of any color to your mana pool.
You don't lose life due to mana burn.",Artifact,7d2444ddb8e492676f305fa76788bd476dfaa3d0
My First Tome,{3},3,,,Artifact,Artifact,,Uncommon,UNH,Unhinged,"{1}, {T}: Say the flavor text on a card in your hand. Target opponent guesses that card's name. You may reveal that card. If you do and that player guessed wrong, you draw a card.",Heather Hudson,125,,,normal,73945,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73945&type=card,UNH,"{1}, {T}: Say the flavor text on a card in your hand. Target opponent guesses that card's name. You may reveal that card. If you do and your opponent guessed wrong, draw a card.",Artifact,ade2f570e1551a3608dcdd5a16f9fdcf7ed64a9d
Pointy Finger of Doom,{4},4,,,Artifact,Artifact,,Rare,UNH,Unhinged,"{3}, {T}: Spin Pointy Finger of Doom in the middle of the table so that it rotates completely at least once, then destroy the closest permanent the finger points to.",Martina Pilcerova,126,,,normal,74263,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74263&type=card,UNH,"{3}, {T}: Spin Pointy Finger of Doom in the middle of the table so that it rotates completely at least once, then destroy the closest permanent the finger points to.",Artifact,c0362a8549d1fef2f8203d63a6ca19b494e10386
Rod of Spanking,{1},1,,,Artifact,Artifact,,Uncommon,UNH,Unhinged,"{2}, {T}: Rod of Spanking deals 1 damage to target player. Then untap Rod of Spanking unless that player says ""Thank you, sir. May I have another?""",Mark Brill,127,,,normal,74344,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74344&type=card,UNH,"{2}, {T}: Rod of Spanking deals 1 damage to target player. Then untap Rod of Spanking unless that player says ""Thank you, sir. May I have another?""",Artifact,060cda41098119e96c63770e1bc9d66c5ea24fd1
Time Machine,{5},5,,,Artifact,Artifact,,Rare,UNH,Unhinged,"{T}: Exile Time Machine and target nontoken creature you own. Return them to the battlefield at the beginning of your upkeep on your turn X in the next game you play with one of your opponents in this game, where X is the converted mana cost of the exiled creature.",John Avon,128,,,normal,74342,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74342&type=card,UNH,"{T}: Remove Time Machine and target nontoken creature you own from the game. Return both cards to play at the beginning of your upkeep on your turn X of the next game you play with the same opponent, where X is the removed creature's converted mana cost.",Artifact,d9eb1c34808289d7b6bb4f0fd6efbc091f857fbc
Togglodyte,{3},3,,,Artifact Creature — Golem,Artifact,Golem,Uncommon,UNH,Unhinged,"Togglodyte enters the battlefield turned on.
Whenever a player casts a spell, toggle Togglodyte's ON/OFF switch.
As long as Togglodyte is turned off, it can't attack or block, and prevent all damage it would deal.",Dan Frazier,129,4,4,normal,73985,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73985&type=card,UNH,"Togglodyte comes into play turned on.
Whenever a player plays a spell, toggle Togglodyte's ON/OFF switch.
As long as Togglodyte is turned off, it can't attack or block, and all damage it would deal is prevented.",Artifact Creature — Golem,d942232b4c67e10b199ca2ecc9a9318ea516a53d
Toy Boat,{3},3,,,Artifact Creature — Ship,Artifact,Ship,Uncommon,UNH,Unhinged,"Cumulative upkeep—Say ""Toy Boat"" quickly. (At the beginning of your upkeep, put an age counter on Toy Boat, then sacrifice it unless you say ""Toy Boat"" once for each age counter on it—without pausing between or fumbling it.)",Lars Grant-West,130,3,3,normal,74234,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74234&type=card,UNH,"Cumulative upkeep—Say ""Toy Boat"" quickly. (At the beginning of your upkeep, put an age counter on Toy Boat, then sacrifice it unless you say ""Toy Boat"" once for each age counter on it—without pausing between or fumbling it.)",Artifact Creature — Ship,52bf19c92e748571cc1ec5e3aff282d4c50600af
Urza's Hot Tub,{2},2,,,Artifact,Artifact,,Uncommon,UNH,Unhinged,"{2}, Discard a card: Search your library for a card that shares a complete word in its name with the discarded card, reveal it, put it into your hand, then shuffle your library.",Stephen Tappin,131,,,normal,74345,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74345&type=card,UNH,"{2}, Discard a card: Search your library for a card that shares a complete word in its name with the discarded card, reveal it, and put it into your hand. Then shuffle your library.",Artifact,5da359c1089a5543b8ad63a82484f297bf8aabef
Water Gun Balloon Game,{2},2,,,Artifact,Artifact,,Rare,UNH,Unhinged,"As Water Gun Balloon Game enters the battlefield, each player puts a pop counter on a 0.
Whenever a player casts a spell, move that player's pop counter up 1.
Whenever a player's pop counter hits 5, that player creates a 5/5 pink Giant Teddy Bear creature token and resets all pop counters to 0.",Mark Brill,132,,,normal,73953,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73953&type=card,UNH,"As Water Gun Balloon Game comes into play, each player puts a pop counter on a 0.
Whenever a player plays a spell, move that player's pop counter up 1.
Whenever a player's pop counter hits 5, that player puts a 5/5 pink Giant Teddy Bear creature token into play and resets all pop counters to 0.",Artifact,5cfb02fd001afb7e6964286f1289e97590881f86
World-Bottling Kit,{5},5,,,Artifact,Artifact,,Rare,UNH,Unhinged,"{5}, Sacrifice World-Bottling Kit: Choose a Magic set. Exile all permanents with that set's expansion symbol except for basic lands.",Alan Rabinowitz,133,,,normal,74334,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74334&type=card,UNH,"{5}, Sacrifice World-Bottling Kit: Choose a Magic set. Remove from the game all permanents with that set's expansion symbol except for basic lands.",Artifact,ce60fa890ed1d2072fb43533ee97a8cc7a65c12b
City of Ass,,0,,,Land,Land,,Rare,UNH,Unhinged,"City of Ass enters the battlefield tapped.
{T}: Add one and one-half mana of any one color to your mana pool.",John Avon,134,,,normal,74327,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74327&type=card,UNH,"City of Ass comes into play tapped.
{T}: Add one and one-half mana of any one color to your mana pool.",Land,a2d9ca9d21110b65b35a44d08d16ce3bbfa3f669
R&D's Secret Lair,,0,,,Legendary Land,Land,,Rare,UNH,Unhinged,"Play cards as written. Ignore all errata.
{T}: Add {C} to your mana pool. (This mana is still added to your mana pool.)",John Avon,135,,,normal,73967,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73967&type=card,UNH,"Play cards as written. Ignore all errata.
{T}: Add {1} to your mana pool.",Legendary Land,533a320c8e3c906b2d7281b3ceb5010ed97e2a8b
Plains,,0,,W,Basic Land — Plains,Land,Plains,Basic Land,UNH,Unhinged,,John Avon,136,,,normal,73963,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73963&type=card,LEA,,(none),c6af66db447069999ded824ec8571d50abfb55ff
Island,,0,,U,Basic Land — Island,Land,Island,Basic Land,UNH,Unhinged,,John Avon,137,,,normal,73951,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73951&type=card,LEA,,(none),13cd771cf188b5da42c410e8fc021a2cebd8f800
Swamp,,0,,B,Basic Land — Swamp,Land,Swamp,Basic Land,UNH,Unhinged,,John Avon,138,,,normal,73973,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73973&type=card,LEA,,(none),08fcc42f0ea8e0a231182e104eb634140ef1b5f2
Mountain,,0,,R,Basic Land — Mountain,Land,Mountain,Basic Land,UNH,Unhinged,,John Avon,139,,,normal,73958,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73958&type=card,LEA,,(none),549a63230219838b8e8533e38c58976b9e9f2f42
Forest,,0,,G,Basic Land — Forest,Land,Forest,Basic Land,UNH,Unhinged,,John Avon,140,,,normal,73946,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=73946&type=card,LEA,,(none),961a58ae37bc247a2b64f3f85afcfb663e79a1f8
Super Secret Tech,{3},3,,,Artifact,Artifact,,Rare,UNH,Unhinged,"Premium spells cost {1} less to cast.
Premium creatures get +1/+1.",Dan Frazier,141,,,normal,74272,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=74272&type=card,UNH,"All premium spells cost {1} less to play.
All premium creatures get +1/+1.",Artifact,f35fdb5468aa8012fe8c8f7a9130925aab3eb7e6
Charm School,{2}{W},3,White,W,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"As Charm School enters the battlefield, choose a color and balance Charm School on your head.
Prevent all damage that would be dealt to you by sources of the chosen color.
When Charm School falls off your head, sacrifice Charm School.",Kaja Foglio,1,,,normal,9741,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9741&type=card,UGL,"When Charm School comes into play, choose a color and balance Charm School on your head.
Prevent all damage to you of the chosen color.
If Charm School falls off your head, sacrifice Charm School.",Enchant Player,a5b875a1e9b28ce440134a68915b54c0ec4433cc
The Cheese Stands Alone,{4}{W}{W},6,White,W,Enchantment,Enchantment,,Rare,UGL,Unglued,"When you control no permanents other than The Cheese Stands Alone and have no cards in hand, you win the game.",Randy Elliott,2,,,normal,9773,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9773&type=card,UGL,"If you control no cards in play other than The Cheese Stands Alone and have no cards in your hand, you win the game.",Enchantment,a433416237f4f5e01cf635d2edd852f0e6072675
Double Dip,{4}{W},5,White,W,Instant,Instant,,Common,UGL,Unglued,"Choose another player. You gain 5 life. At the beginning of the first upkeep in your next game with that player, you gain 5 life.",D. Alexander Gregory,3,,,normal,5726,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5726&type=card,UGL,Choose another player. Gain 5 life now and an additional 5 life at the beginning of the next game with that player.,Instant,8963a69825e2a3780210311db97d1c9480d62a15
Get a Life,{W},1,White,W,Instant,Instant,,Uncommon,UGL,Unglued,Target player and each of that player's teammates exchange life totals.,Melissa A. Benson,4,,,normal,9743,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9743&type=card,UGL,Target player and each of his or her teammates exchange life totals.,Instant,c4b4c3b55b6ff51ae646995b8d6419260b5248dc
"I'm Rubber, You're Glue",{W}{W},2,White,W,Enchantment,Enchantment,,Rare,UGL,Unglued,"When you speak in non-rhyming sentences, sacrifice I'm Rubber, You're Glue.
Say ""I'm rubber, you're glue. Everything bounces off me and sticks to you"": Change the target of target spell or ability that targets only you.",Claymore J. Flapdoodle,5,,,normal,9774,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9774&type=card,UGL,"Speak only in rhyming sentences. If you do not, sacrifice I'm Rubber, You're Glue.
Say ""I'm rubber, you're glue. Everything bounces off me and sticks to you"": Target spell or ability, which targets only you, targets another player of your choice instead. (The new target must be legal.)",Enchantment,88e5685c7627aec7a30736aff479cfda95266476
Knight of the Hokey Pokey,{W}{W},2,White,W,Creature — Knight,Creature,Knight,Common,UGL,Unglued,"First strike
{1}{W}, Do the Hokey Pokey: Prevent all damage a source of your choice would deal to Knight of the Hokey Pokey this turn. (To do the Hokey Pokey, put your right foot in. Put your right foot out. Put your right foot in. Shake it all about. Repeat this process for your left foot, right arm, left arm, and whole self.)",Kev Walker,6,2,2,normal,9742,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9742&type=card,UGL,"First strike
{1}{W}, Do the Hokey Pokey (Stand up, wiggle your butt, raise your hands above your head, and shake them wildly as you rotate 360 degrees): Prevent all damage to Knight of the Hokey Pokey from any one source.",Summon — Knight,3ac5fc0ff62bf08259595aaac04c2f778fa912fe
Lexivore,{3}{W},4,White,W,Creature — Beast,Creature,Beast,Uncommon,UGL,Unglued,"Whenever Lexivore deals damage to a player, destroy target permanent other than Lexivore with the most lines of text in its text box. (If two or more cards are tied, target any one of them.)",Daniel Gelon,7,2,3,normal,9760,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9760&type=card,UGL,"If Lexivore damages any player, destroy target card in play, other than Lexivore, with the most lines of text in its text box. (If more than one card has the most lines of text, you choose which of those cards to destroy.)",Summon — Beast,1fc66792747be5f73f8b056339eba66706ef070a
"Look at Me, I'm the DCI",{5}{W}{W},7,White,W,Sorcery,Sorcery,,Rare,UGL,Unglued,Ban a card other than a basic land card for the rest of the match. (All cards with that name in any zone or sideboard are removed from the match.),Mark Rosewater,8,,,normal,9771,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9771&type=card,UGL,"Ban one card, other than a basic land, for the remainder of the match. (For the remainder of the match, each player removes from the game all copies of that card in play or in any graveyard, hand, library, or sideboard.)",Sorcery,a43b1007e02031213b1d2b1da2acad494b8eb411
Mesa Chicken,{W}{W},2,White,W,Creature — Chicken,Creature,Chicken,Common,UGL,Unglued,"Stand up, Flap your arms, Cluck like a chicken: Mesa Chicken gains flying until end of turn.",Kev Walker,9,2,2,normal,5725,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5725&type=card,UGL,"Stand up, Flap your arms, Cluck like a chicken: Mesa Chicken gains flying until end of turn.",Summon — Chicken,9e54ef21bb3dfd7cc1a4168398693c4c770e4656
Miss Demeanor,{3}{W},4,White,W,Creature — Lady of Proper Etiquette,Creature,Lady,Uncommon,UGL,Unglued,"Flying, first strike
At the beginning of each other player's upkeep, you may compliment that player on his or her game play. If you don't, sacrifice Miss Demeanor.",Matthew D. Wilson,10,3,1,normal,9745,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9745&type=card,UGL,"Flying, first strike
During each other player's turn, compliment that player on his or her game play or sacrifice Miss Demeanor.",Summon — Lady of Proper Etiquette,425a1932d9de0b1963b1b0ddfbd37226b68c9003
Once More with Feeling,{W}{W}{W}{W},4,White,W,Sorcery,Sorcery,,Rare,UGL,Unglued,"Exile all permanents and all cards from all graveyards. Each player shuffles his or her hand into his or her library, then draws seven cards. Each player's life total becomes 10. Exile Once More with Feeling.
DCI ruling — A deck can have only one card named Once More with Feeling.",Terese Nielsen,11,,,normal,9772,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9772&type=card,UGL,"Remove Once More with Feeling from the game as well as all cards in play and in all graveyards. Each player shuffles his or her hand into her or his library, then draws seven cards. Each player's life total is set to 10.
DCI ruling: This card is restricted. (You cannot play with more than one in a deck.)",Sorcery,f3930039ce019970c31e6b4d06590e2ad08b8e7b
Prismatic Wardrobe,{W},1,White,W,Sorcery,Sorcery,,Common,UGL,Unglued,"Destroy target nonartifact, nonland permanent that doesn't share a color with clothing worn by its controller.",D. Alexander Gregory,12,,,normal,9744,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9744&type=card,UGL,Destroy target card that does not share a color with clothing worn by its controller. You cannot choose an artifact or land card.,Sorcery,7bca5cc8db0873e0e6236c5339cf38942e286a7c
Sex Appeal,{W},1,White,W,Instant,Instant,,Common,UGL,Unglued,"Prevent the next 3 damage that would be dealt this turn to any number of target creatures and/or players, divided as you choose. If there are more people in the room of a different gender than you are as you cast this spell, prevent the next 6 damage this way instead.",Matthew D. Wilson,13,,,normal,5755,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5755&type=card,UGL,"Prevent up to 3 damage total to any number of creatures and/or players. If there are more players in the room of the opposite sex, prevent up to 3 additional damage total to any number of creatures and/or players.",Instant,dad5359fcbcba90fccb6b3edee4cfc6aaafe0d27
Bureaucracy,{3}{U}{U},5,Blue,U,Enchantment,Enchantment,,Rare,UGL,Unglued,"Pursuant to subsection 3.1(4) of Richard's Rules of Order, at the beginning of the upkeep of each participant in this game of the Magic: The Gathering® trading card game (hereafter known as ""PLAYER""), that PLAYER performs all actions in the sequence of previously added actions (hereafter known as ""ACTION QUEUE""), in the order those actions were added, then adds another action to the end of the ACTION QUEUE. All actions must be simple physical or verbal actions that a player can perform while sitting in a chair, without jeopardizing the health and security of said PLAYER.
When any PLAYER does not perform all the prescribed actions in the correct order, sacrifice Bureaucracy and said PLAYER discards his or her complement of cards in hand (hereafter known as ""HAND"").",Mark Zug,14,,,normal,9778,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9778&type=card,UGL,"Pursuant to subsection 3.1(4) of Richard's Rules of Order, during the upkeep of each participant in this game of the Magic: The Gathering® trading card game (hereafter known as ""PLAYER""), that PLAYER performs all actions in the sequence of previously added actions (hereafter known as ""ACTION QUEUE""), in the order those actions were added, then adds another action to the end of the ACTION QUEUE. All actions must be simple physical or verbal actions that a player can perform while sitting in a chair, without jeopardizing the health and security of said PLAYER.
If any PLAYER does not perform all the prescribed actions in the correct order, sacrifice Bureaucracy and said PLAYER discards his or her complement of cards in hand (hereafter known as ""HAND"").",Enchantment,aa5806ffc948db6ae83026df9bdcafa488cfd472
Censorship,{U},1,Blue,U,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"As Censorship enters the battlefield, choose a word.
Whenever a player says the chosen word, Censorship deals 2 damage to that player.",Kaja Foglio,15,,,normal,9747,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9747&type=card,UGL,"When Censorship comes into play, choose a CENSORED word.
Whenever any CENSORED player says the chosen CENSORED word, Censorship deals 2 CENSORED damage to him or her.",Enchantment,cdc44f6e5bdaae1cd5e1cf11a1f5b9387ee94fe5
Checks and Balances,{2}{U},3,Blue,U,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"Cast Checks and Balances only if there are three or more players in the game.
Whenever a player casts a spell, each of that player's opponents may discard a card. If they do, counter that spell.",David A. Cherry,16,,,normal,9746,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9746&type=card,UGL,"Whenever any spell is played, counter that spell if each player, other than the caster and his or her teammates, agrees to choose and discard a card. Those players must discard those cards after agreeing.
Checks and Balances may be played only in a game with three or more players.",Enchantment,ea0c5b1cca0022cd4344b689307392e3387ec5b9
Chicken à la King,{1}{U}{U},3,Blue,U,Creature — Chicken,Creature,Chicken,Rare,UGL,Unglued,"Whenever a 6 is rolled on a six-sided die, put a +1/+1 counter on each Chicken. (You may roll dice only when instructed to.)
Tap an untapped Chicken you control: Roll a six-sided die.",Mark Zug,17,2,2,normal,9749,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9749&type=card,UGL,"Whenever a 6 is rolled on a six-sided die, put a +1/+1 counter on each Chicken in play. (You may roll dice only when a card instructs you to.)
Tap a Chicken you control: Roll a six-sided die.",Summon — Chicken,e7b1b2ac5d3c54f9ce4c169d5f76d19bca3e9134
Clambassadors,{3}{U},4,Blue,U,Creature — Clamfolk,Creature,Clamfolk,Common,UGL,Unglued,"Whenever Clambassadors deals damage to a player, choose an artifact, creature, or land you control. That player gains control of that permanent.",Randy Elliott,18,4,4,normal,5763,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5763&type=card,UGL,"If Clambassadors damages any player, choose an artifact, creature, or land you control. That player gains control of that artifact, creature, or land.",Summon — Clamfolk,feadfeb1182be680c6cd54db14d15a3dc7af7ca1
Clam-I-Am,{2}{U},3,Blue,U,Creature — Clamfolk,Creature,Clamfolk,Common,UGL,Unglued,"If you roll a 3 on a six-sided die, you may reroll that die.",Randy Elliott,19,2,2,normal,5770,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5770&type=card,UGL,"Whenever you roll a 3 on a six-sided die, you may reroll that die.",Summon — Clamfolk,1f9d5c473a9e8d8df0b8d605d47a70a44b3d3785
Clam Session,{1}{U}{U},3,Blue,U,Creature — Clamfolk,Creature,Clamfolk,Common,UGL,Unglued,"As Clam Session enters the battlefield, choose a word.
At the beginning of your upkeep, you may sing at least six words of a song, at least one of which is the chosen word. If you don't, sacrifice Clam Session. You can't repeat a song.",Randy Elliott,20,2,5,normal,5824,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5824&type=card,UGL,"When Clam Session comes into play, choose a word. 
During your upkeep, sing at least six words of a song, one of which must be the chosen word, or sacrifice Clam Session. You cannot repeat a song.",Summon — Clamfolk,c521fee97f8ca021f05e92aa141d877a56371d94
Common Courtesy,{2}{U}{U},4,Blue,U,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"Whenever a player casts a spell without asking your permission while casting it, counter that spell.
When a player asks you permission to cast a spell and you refuse, counter that spell and sacrifice Common Courtesy.",Mike Raabe,21,,,normal,9748,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9748&type=card,UGL,"Counter any spell unless its caster asks your permission to play that spell. If you refuse permission, Sacrifice Common Courtesy and counter the spell.",Enchantment,3973b124c5c1d88983b6d7a033068db178871fe9
Denied!,{U},1,Blue,U,Instant,Instant,,Common,UGL,Unglued,"Choose a card name, then target spell's controller reveals his or her hand. If a card with the chosen name is revealed this way, counter that spell.",Quinton Hoover,22,,,normal,5800,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5800&type=card,UGL,"Play Denied only as any opponent casts target spell. Name a card, then look at all cards in that player's hand. If the named card is in the player's hand, counter target spell.",Interrupt,25b396c00d80be096618d9591319002c3894d731
Double Take,{3}{U}{U},5,Blue,U,Instant,Instant,,Common,UGL,Unglued,"Choose another player. You draw two cards. At the beginning of the first upkeep in your next game with that player, you draw two cards.",Claymore J. Flapdoodle,23,,,normal,9894,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9894&type=card,UGL,Choose another player. Draw two cards now and draw an additional two cards at the beginning of the next game with that player.,Instant,27fc94d217aff24f2a71ab6764b4ea1a9c05c713
Fowl Play,{2}{U},3,Blue,U,Enchantment — Aura,Enchantment,Aura,Common,UGL,Unglued,"Enchant creature
Enchanted creature is a Chicken with base power and toughness 1/1 and loses all abilities.",Mark Poole,24,,,normal,5822,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5822&type=card,UGL,Enchanted creature loses all abilities and is a 1/1 creature that counts as a Chicken.,Enchant Creature,de23ab7f76c3fa6154ba1fb96bc939327264d2f1
Free-for-All,{3}{U},4,Blue,U,Enchantment,Enchantment,,Rare,UGL,Unglued,"When Free-for-All enters the battlefield, exile all creatures face down.
At the beginning of each player's upkeep, that player chooses a card exiled with Free-for-All at random and puts it onto the battlefield.
When Free-for-All leaves the battlefield, put all cards exiled with it into their owners' graveyards.",Claymore J. Flapdoodle,25,,,normal,9775,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9775&type=card,UGL,"When Free-for-All comes into play, set aside all creatures in play, face down.
During each player's upkeep, that player chooses a creature card at random from those set aside in this way and puts that creature into play under his or her control.
If Free-for-All leaves play, put each creature still set aside this way into its owner's graveyard.",Enchantment,4348bb3f2efea9fd834b1e4d481e2bb3d5065100
Psychic Network,{U},1,Blue,U,Enchantment,Enchantment,,Rare,UGL,Unglued,"Each player plays with the top card of his or her library held against his or her forehead, revealed to each other player.",Claymore J. Flapdoodle,26,,,normal,9777,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9777&type=card,UGL,"Each player reveals the top card of his or her library to all other players by continuously holding it against his or her forehead. This does not allow a player to look at his or her own card. (That card still counts as the top card of your library. Whenever you draw a card, draw that one and replace it with the next card of your library.)",Enchantment,ebdf5ca34c48d1f06c3e8d895fb0b9a04952e1e3
Sorry,{U}{U},2,Blue,U,Enchantment,Enchantment,,Uncommon,UGL,Unglued,"Before any player casts a spell with the same name as a card in any graveyard, that player may say ""sorry."" If the player doesn't, any other player may say ""sorry"" as the spell is being cast. When another player says ""sorry"" this way, counter the spell.
Whenever a player says ""sorry"" at any other time, Sorry deals 2 damage to that player.",Kaja Foglio,27,,,normal,9776,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9776&type=card,UGL,"Before playing any spell, if a copy of that spell card is in any graveyard, the spell's caster may say ""Sorry."" If he or she does not, any other player may counter the spell by saying ""Sorry"" as it is cast.
If any player says ""Sorry"" at any other time, Sorry deals 2 damage to that player.",Enchantment,44edff72d4da13f40a3e41d98f502d2de4d2c0ac
B.F.M. (Big Furry Monster),,0,,,"Creature — The Biggest, Baddest, Nastiest,",Creature,The,Rare,UGL,Unglued,"You must cast both B.F.M. cards to put
leaves the battlefield, sacrifice the other.
B.F.M. can't be blocked except by three or",Douglas Shuler,28a,,,normal,9780,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9780&type=card,UGL,"You must play both B.F.M. cards to put
leaves play, sacrifice the other.
B.F.M. can be blocked only by three or","Summon — The Biggest, Baddest, Nastiest,",293e696af02708e7c1f06263ac6aa0f88619c26b
B.F.M. (Big Furry Monster),,0,,,"Creature — The Biggest, Baddest, Nastiest,",Creature,The,Rare,UGL,Unglued,"You must cast both B.F.M. cards to put
leaves the battlefield, sacrifice the other.
B.F.M. can't be blocked except by three or",Douglas Shuler,28a,,,normal,9780,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9780&type=card,UGL,"You must play both B.F.M. cards to put
leaves play, sacrifice the other.
B.F.M. can be blocked only by three or","Summon — The Biggest, Baddest, Nastiest,",bfab02632795e6f03465f19a702af12536eedccd
"B.F.M. (Big Furry Monster, Right Side)",{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B},15,Black,B,Scariest Creature You’ll Ever See,Scariest,,Rare,UGL,Unglued,"B.F.M. onto the battlefield. If one B.F.M. card
more creatures.",Douglas Shuler,29b,99,99,normal,9844,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9844&type=card,UGL,"B.F.M. into play. If either B.F.M. card
more creatures.",Scariest Creature You'll Ever See,f507bc33e26dff35c3715e99025d19c567ab6966
"B.F.M. (Big Furry Monster, Right Side)",{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B}{B},15,Black,B,Scariest Creature You’ll Ever See,Scariest,,Rare,UGL,Unglued,"B.F.M. onto the battlefield. If one B.F.M. card
more creatures.",Douglas Shuler,29b,99,99,normal,9844,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=9844&type=card,UGL,"B.F.M. into play. If either B.F.M. card
more creatures.",Scariest Creature You'll Ever See,0f4bb07c3fa89b82277f825e8d82adce70a918a7
Deadhead,{3}{B},4,Black,B,Creature — Zombie,Creature,Zombie,Common,UGL,Unglued,{0}: Return Deadhead from your graveyard to the battlefield. Activate this ability only if an opponent isn't touching his or her hand (of cards).,Daren Bader,30,3,3,normal,5839,http://gatherer.wizards.com/Handlers/Image.ashx?multiverseid=5839&type=card,UGL,Put Deadhead into play. Use this ability only if any opponent loses contact with his or her hand of cards and only if Deadhead is in your graveyard.,Summon — Zombie,2f62d9f1a41f36d0291d01b0da22dedf60385108
